"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TATAMOTORS","EQ","18-Mar-2025","661.05","665.00","681.70","663.90","678.80","680.05","674.98","1,12,36,084","7,58,40,98,238.35","2,01,406","42,58,508","37.90"
"TATAMOTORS","EQ","19-Mar-2025","680.05","685.40","685.75","678.55","681.05","682.25","681.69","93,38,414","6,36,58,82,253.00","1,81,525","42,88,150","45.92"
"TATAMOTORS","EQ","20-Mar-2025","682.25","685.00","692.70","679.00","689.50","690.05","686.79","97,12,600","6,67,04,91,465.70","1,66,825","40,71,651","41.92"
"TATAMOTORS","EQ","21-Mar-2025","690.05","693.00","705.00","688.55","702.50","702.95","699.90","1,48,23,483","10,37,49,32,720.55","1,78,336","71,88,262","48.49"
"TATAMOTORS","EQ","24-Mar-2025","702.95","710.00","717.50","702.05","713.90","713.50","710.33","1,16,71,359","8,29,05,46,939.85","2,34,530","49,78,556","42.66"
"TATAMOTORS","EQ","25-Mar-2025","713.50","719.00","723.05","706.35","707.50","710.30","714.13","1,36,17,465","9,72,46,34,714.55","2,76,282","57,78,904","42.44"
"TATAMOTORS","EQ","26-Mar-2025","710.30","710.30","717.85","707.00","707.40","708.25","711.37","93,63,180","6,66,07,01,025.15","1,62,046","45,61,213","48.71"
"TATAMOTORS","EQ","27-Mar-2025","708.25","668.00","676.60","661.10","669.50","668.55","669.35","3,42,38,666","22,91,75,66,817.20","6,78,323","1,40,56,504","41.05"
"TATAMOTORS","EQ","28-Mar-2025","668.55","671.85","684.95","669.30","673.25","674.45","675.72","1,60,13,687","10,82,07,26,221.00","2,23,287","53,79,164","33.59"
"TATAMOTORS","EQ","01-Apr-2025","674.45","670.55","681.85","665.75","672.00","671.85","673.59","95,94,669","6,46,29,04,983.25","2,05,820","31,91,501","33.26"
"TATAMOTORS","EQ","02-Apr-2025","671.85","674.95","675.35","662.10","672.20","671.90","669.75","80,25,225","5,37,48,77,123.65","1,34,666","28,28,225","35.24"
"TATAMOTORS","EQ","03-Apr-2025","671.90","660.00","669.00","652.50","655.55","653.95","659.08","1,34,73,832","8,88,03,57,349.10","2,95,801","56,53,161","41.96"
"TATAMOTORS","EQ","04-Apr-2025","653.95","650.00","650.00","610.00","615.10","613.85","619.96","2,66,21,179","16,50,41,36,462.55","5,91,360","1,15,04,869","43.22"
"TATAMOTORS","EQ","07-Apr-2025","613.85","560.50","582.00","535.75","581.10","579.75","563.16","4,94,63,598","27,85,59,84,564.10","8,35,816","1,56,48,241","31.64"
"TATAMOTORS","EQ","08-Apr-2025","579.75","591.20","606.60","584.20","589.90","588.85","591.36","2,09,87,855","12,41,14,69,508.00","3,48,681","58,91,654","28.07"
"TATAMOTORS","EQ","09-Apr-2025","588.85","588.00","594.90","581.05","584.50","582.90","587.49","1,74,83,412","10,27,12,59,845.30","2,50,692","71,02,931","40.63"
"TATAMOTORS","EQ","11-Apr-2025","582.90","610.00","612.80","591.00","596.00","595.05","600.68","2,10,55,814","12,64,77,85,093.45","3,29,700","56,99,820","27.07"
"TATAMOTORS","EQ","15-Apr-2025","595.05","614.00","628.30","612.65","622.50","622.20","622.54","1,97,22,072","12,27,77,50,909.25","2,70,996","79,06,811","40.09"
"TATAMOTORS","EQ","16-Apr-2025","622.20","625.00","625.00","613.60","616.10","616.05","616.73","1,23,18,376","7,59,71,30,469.75","2,39,397","47,26,297","38.37"
"TATAMOTORS","EQ","17-Apr-2025","616.05","616.05","627.00","608.25","621.00","621.55","619.39","1,43,42,652","8,88,37,11,331.85","2,38,642","52,55,057","36.64"
"TATAMOTORS","EQ","21-Apr-2025","621.55","624.60","635.75","620.20","630.25","630.05","628.12","1,27,85,568","8,03,08,83,889.15","2,16,143","50,23,434","39.29"
"TATAMOTORS","EQ","22-Apr-2025","630.05","630.25","633.95","626.20","630.50","630.85","631.00","1,02,92,748","6,49,47,13,243.90","1,90,303","47,41,958","46.07"
"TATAMOTORS","EQ","23-Apr-2025","630.85","635.95","661.50","633.35","658.85","659.90","650.02","2,33,90,570","15,20,43,11,238.95","3,21,330","86,32,711","36.91"
"TATAMOTORS","EQ","24-Apr-2025","659.90","660.10","671.00","660.10","667.90","668.35","666.02","1,51,72,229","10,10,49,77,369.05","1,96,582","49,52,683","32.64"
"TATAMOTORS","EQ","25-Apr-2025","668.35","668.35","673.00","651.50","654.15","655.25","658.76","1,32,07,043","8,70,03,24,111.35","2,21,114","43,91,674","33.25"
"TATAMOTORS","EQ","28-Apr-2025","655.25","654.30","669.60","652.55","668.00","668.15","663.81","1,02,43,493","6,79,97,52,587.90","1,68,942","41,93,648","40.94"
